,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Paperless Billing,Monthly Charges,Total Charges,Churn Label,CLTV,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Contract_Month-to-month,Contract_One year,Contract_Two year,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
4926,0,0,0,0,29,1,0,0,0,0,0,0,0,0,19,601.6,0,5227,0,0,1,1,0,0,0,1,0,0
4927,1,1,1,0,7,1,0,0,0,0,0,1,1,1,89,605.45,0,5711,0,1,0,1,0,0,0,0,1,0
4928,0,1,0,0,57,0,0,0,1,1,0,1,1,1,55,3094.05,0,4622,1,0,0,1,0,0,0,0,1,0
4929,1,0,1,0,65,1,1,1,0,1,1,0,1,0,76,4929.55,0,6177,1,0,0,0,0,1,1,0,0,0
4930,1,0,0,0,27,1,0,0,0,0,0,0,0,0,20,595.05,0,3159,0,0,1,0,1,0,0,0,0,1
4931,0,1,0,0,72,1,1,1,1,1,1,1,1,1,117,8436.25,0,4008,0,1,0,0,0,1,0,1,0,0
4932,1,0,0,0,1,1,0,0,0,0,0,0,0,1,19,19.75,0,4441,0,0,1,1,0,0,0,0,0,1
4933,1,0,0,0,11,1,0,0,0,0,0,0,0,0,45,492.0,0,5253,1,0,0,1,0,0,0,1,0,0
4934,1,0,1,1,39,1,1,0,0,0,0,0,0,0,25,987.95,0,5453,0,0,1,0,0,1,0,0,0,1
4935,0,1,0,0,59,1,1,1,1,1,0,0,0,1,89,5496.9,0,5170,0,1,0,1,0,0,0,0,1,0
4936,1,0,0,0,26,1,0,1,0,0,1,1,1,0,75,1908.35,0,4705,1,0,0,0,1,0,1,0,0,0
4937,1,1,0,0,2,1,0,0,0,1,0,0,0,0,49,107.1,0,5251,1,0,0,1,0,0,0,0,0,1
4938,0,0,1,1,72,0,0,1,1,1,1,1,1,0,65,4575.35,0,6187,1,0,0,0,0,1,1,0,0,0
4939,1,0,1,0,65,1,1,1,1,1,0,0,0,0,67,4309.55,0,5224,1,0,0,0,1,0,0,1,0,0
4940,1,0,1,1,72,1,1,0,1,1,1,1,1,0,110,7922.75,0,6444,0,1,0,0,0,1,0,1,0,0
4941,1,0,0,0,6,1,1,0,0,0,1,0,1,1,87,522.35,0,2684,0,1,0,1,0,0,1,0,0,0
4942,1,1,0,0,32,1,0,0,0,0,0,0,0,0,19,587.7,0,3836,0,0,1,0,1,0,0,1,0,0
4943,0,0,1,0,50,1,1,0,0,1,0,1,1,0,75,3876.2,0,6144,1,0,0,0,1,0,1,0,0,0
4944,1,0,1,0,61,0,0,1,0,1,1,1,1,1,62,3778.85,0,6427,1,0,0,0,0,1,0,0,0,1
4945,1,0,1,0,72,1,1,1,1,1,1,1,1,0,115,8349.45,0,5398,0,1,0,0,0,1,1,0,0,0
4946,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19,19.5,0,3107,0,0,1,1,0,0,0,0,0,1
4947,0,0,0,0,12,1,1,0,0,0,0,0,1,1,86,1066.9,0,2061,0,1,0,1,0,0,0,0,1,0
4948,1,0,1,1,61,1,0,0,0,0,0,0,0,0,20,1226.45,0,5897,0,0,1,0,1,0,0,0,0,1
4949,1,0,1,1,18,1,0,0,0,0,0,0,0,0,19,342.3,0,4808,0,0,1,0,1,0,1,0,0,0
4950,1,0,0,1,21,1,0,0,0,0,0,0,0,0,45,985.05,0,5731,1,0,0,1,0,0,0,0,0,1
4951,1,0,1,1,68,0,0,1,1,1,1,0,1,1,56,3948.45,0,4556,1,0,0,0,0,1,0,0,0,1
4952,1,1,0,0,12,1,1,0,0,0,0,0,0,1,73,828.05,0,5159,0,1,0,1,0,0,0,1,0,0
4953,0,0,1,0,62,1,1,0,0,1,0,1,1,1,101,6164.7,0,5049,0,1,0,1,0,0,0,0,1,0
4954,1,0,0,1,1,0,0,0,1,0,1,0,0,0,33,33.6,0,4369,1,0,0,1,0,0,0,0,0,1
4955,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20,20.7,0,3061,0,0,1,1,0,0,0,0,1,0
4956,1,0,0,1,62,1,1,0,0,1,1,1,1,1,104,6590.5,0,5900,0,1,0,0,0,1,0,0,1,0
4957,0,0,1,1,36,1,0,0,0,0,0,0,0,0,20,717.95,0,5272,0,0,1,0,0,1,1,0,0,0
4958,0,0,1,1,69,1,1,1,1,0,1,1,0,0,73,4885.85,0,4268,1,0,0,0,1,0,0,1,0,0
4959,0,0,1,0,63,1,1,0,1,1,1,1,1,1,108,6871.7,0,4582,0,1,0,1,0,0,0,0,1,0
4960,1,0,0,0,23,1,0,0,0,0,0,0,0,0,20,405.6,0,4402,0,0,1,0,1,0,1,0,0,0
4961,1,0,0,0,10,1,0,0,0,0,0,0,0,0,19,208.25,0,3926,0,0,1,1,0,0,0,1,0,0
4962,0,0,1,0,71,1,1,0,0,0,0,0,0,1,25,1801.9,0,5072,0,0,1,0,0,1,0,1,0,0
4963,0,1,0,0,45,1,1,1,0,0,1,0,1,1,70,3062.45,0,4223,1,0,0,1,0,0,0,0,1,0
4964,0,0,1,1,70,1,1,0,0,0,0,0,0,0,24,1764.75,0,4722,0,0,1,0,0,1,0,0,0,1
4965,0,0,0,1,22,1,1,0,0,0,0,0,1,1,84,1816.75,0,4240,0,1,0,1,0,0,0,0,1,0
4966,0,0,1,1,52,1,1,0,0,0,0,0,0,0,23,1255.1,0,4922,0,0,1,0,0,1,0,0,0,1
4967,0,0,0,0,65,0,0,1,0,1,1,1,1,0,59,3921.1,0,6251,1,0,0,0,0,1,0,1,0,0
4968,0,0,1,1,72,1,0,0,0,0,0,0,0,0,19,1463.45,0,4424,0,0,1,0,0,1,1,0,0,0
4969,1,0,1,0,10,1,0,0,0,0,0,0,0,0,19,189.45,0,3778,0,0,1,0,1,0,1,0,0,0
4970,0,0,0,1,7,1,0,0,0,0,0,0,0,0,20,96.8,0,3810,0,0,1,0,1,0,0,0,0,1
4971,1,1,0,0,5,1,0,0,1,0,0,0,1,1,85,408.5,0,2850,0,1,0,1,0,0,0,0,1,0
4972,0,0,1,1,24,1,1,1,0,1,0,1,1,0,78,1846.65,0,2939,1,0,0,0,0,1,0,1,0,0
4973,0,0,1,1,72,1,1,1,1,1,1,1,1,1,116,8456.75,0,6252,0,1,0,0,0,1,0,1,0,0
4974,1,0,0,0,21,0,0,1,0,0,1,1,0,1,43,1011.5,0,5808,1,0,0,1,0,0,0,0,0,1
4975,1,0,1,0,69,0,0,0,1,1,1,1,1,1,60,4263.4,0,5683,1,0,0,0,1,0,0,1,0,0
4976,1,0,1,1,44,1,0,0,1,0,1,0,0,1,54,2549.1,0,4412,1,0,0,1,0,0,1,0,0,0
4977,0,1,1,1,61,1,1,0,0,1,0,1,0,1,65,3965.05,0,6238,1,0,0,0,1,0,0,0,1,0
4978,1,0,1,0,72,1,1,0,1,1,1,1,1,1,108,7840.6,0,4773,0,1,0,0,0,1,0,0,1,0
4979,1,0,0,0,72,1,1,1,1,1,1,1,1,0,92,6632.75,0,4200,1,0,0,0,0,1,1,0,0,0
4980,1,1,1,0,14,1,1,0,0,0,0,0,0,1,75,1013.35,0,3771,0,1,0,1,0,0,0,0,1,0
4981,1,0,0,0,7,1,1,0,0,0,0,0,0,1,25,152.95,0,4868,0,0,1,1,0,0,1,0,0,0
4982,0,0,0,0,48,1,0,0,1,0,0,0,0,0,75,3772.65,0,3345,0,1,0,0,1,0,0,0,1,0
4983,1,0,1,1,55,1,0,0,0,0,0,0,0,0,19,1026.35,0,5067,0,0,1,0,1,0,0,0,0,1
4984,1,0,0,0,1,1,0,0,0,0,0,0,0,0,19,19.3,0,5626,0,0,1,1,0,0,0,1,0,0
4985,1,0,0,0,45,1,0,1,1,1,1,1,1,0,112,5031.85,0,3091,0,1,0,0,1,0,0,1,0,0
4986,1,0,0,0,3,1,0,0,0,0,0,0,0,1,70,220.4,0,4275,0,1,0,1,0,0,0,0,0,1
4987,0,0,1,0,71,1,0,0,0,0,0,0,0,0,19,1416.5,0,4890,0,0,1,0,0,1,0,0,0,1
4988,1,0,1,0,8,1,0,0,0,0,0,0,0,0,20,158.35,0,4964,0,0,1,1,0,0,0,0,0,1
4989,1,0,1,1,69,1,0,1,1,0,1,1,1,0,80,5542.55,0,4618,1,0,0,0,0,1,1,0,0,0
4990,0,1,1,0,72,1,1,1,1,1,1,1,1,1,115,8443.7,0,6205,0,1,0,0,0,1,0,1,0,0
4991,1,0,0,0,71,1,1,1,1,1,1,0,1,0,80,5708.2,0,5447,1,0,0,0,0,1,1,0,0,0
4992,0,0,1,0,33,0,0,1,0,1,1,1,1,0,59,2016.3,0,5980,1,0,0,0,0,1,1,0,0,0
4993,0,0,0,0,16,1,0,0,0,0,0,0,0,0,19,326.65,0,4336,0,0,1,0,1,0,0,0,0,1
4994,0,1,1,0,56,1,1,1,1,1,1,0,0,0,95,5471.75,0,6335,0,1,0,0,1,0,0,0,1,0
4995,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19,19.95,0,2732,0,0,1,1,0,0,0,1,0,0
4996,1,0,1,1,57,1,0,0,0,0,0,0,0,0,19,1061.6,0,4194,0,0,1,0,1,0,0,0,0,1
4997,1,0,1,1,56,0,0,0,1,1,0,0,0,1,36,1971.5,0,5092,1,0,0,0,1,0,0,1,0,0
4998,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19,19.75,0,4099,0,0,1,1,0,0,0,0,0,1
4999,0,0,0,1,40,1,0,1,0,0,1,1,0,1,64,2460.35,0,5056,1,0,0,1,0,0,0,1,0,0
5000,1,0,1,1,46,1,0,0,0,0,0,0,0,0,19,856.5,0,2610,0,0,1,0,0,1,0,1,0,0
5001,1,0,1,1,63,1,0,0,0,0,0,0,0,0,19,1275.85,0,4235,0,0,1,0,0,1,0,0,0,1
5002,1,0,1,1,68,1,1,1,1,1,0,1,1,1,110,7467.5,0,4108,0,1,0,0,0,1,0,0,1,0
5003,1,0,1,1,69,1,0,1,1,0,1,1,1,1,106,7261.75,0,6315,0,1,0,0,0,1,0,1,0,0
5004,0,0,1,0,56,1,1,0,1,1,1,0,0,0,90,5116.6,0,6161,0,1,0,1,0,0,0,0,1,0
5005,0,0,1,1,10,1,0,0,1,1,0,0,1,1,65,660.05,0,5289,1,0,0,0,1,0,0,0,0,1
5006,1,0,0,0,63,1,1,1,1,1,1,1,0,0,104,6590.8,0,4908,0,1,0,0,1,0,0,1,0,0
5007,0,0,1,1,24,0,0,1,1,1,1,0,1,1,52,1208.15,0,3303,1,0,0,0,0,1,0,0,0,1
5008,0,0,0,0,19,1,1,0,0,1,0,0,0,1,56,1033.9,0,3367,1,0,0,1,0,0,0,0,0,1
5009,1,0,1,1,22,1,1,0,0,1,0,1,0,1,88,1885.15,0,5585,0,1,0,1,0,0,0,0,1,0
5010,0,0,1,0,70,1,1,0,0,0,0,0,0,1,26,2006.95,0,6170,0,0,1,0,0,1,1,0,0,0
5011,0,0,1,0,49,1,0,0,1,1,0,1,1,0,99,5025.0,0,4725,0,1,0,1,0,0,0,0,1,0
5012,1,0,1,1,42,1,0,0,0,1,1,1,1,0,73,3088.25,0,2531,1,0,0,0,1,0,0,0,1,0
5013,1,0,0,0,57,1,0,0,1,0,1,0,0,1,54,3134.7,0,4223,1,0,0,0,1,0,0,0,0,1
5014,0,0,1,0,72,1,1,1,1,1,1,1,1,1,115,8312.4,0,5076,0,1,0,0,0,1,0,1,0,0
5015,0,1,0,0,46,1,1,0,1,1,0,1,1,1,104,4863.85,0,4103,0,1,0,1,0,0,0,0,1,0
5016,0,0,1,0,72,1,1,1,1,1,1,1,1,1,91,6637.9,0,4311,1,0,0,0,0,1,1,0,0,0
5017,1,0,1,1,35,1,0,0,1,0,1,1,0,1,89,3165.6,0,2775,0,1,0,0,1,0,0,0,1,0
5018,0,0,1,0,72,1,1,1,1,1,1,1,1,1,92,6786.1,0,5527,1,0,0,0,0,1,0,0,1,0
5019,0,0,1,1,28,1,0,0,0,0,0,0,0,0,19,543.0,0,2987,0,0,1,0,1,0,0,0,0,1
5020,1,0,0,0,45,1,0,0,0,0,0,0,0,0,18,867.3,0,2653,0,0,1,0,1,0,1,0,0,0
5021,0,0,0,0,1,1,1,0,0,0,0,0,0,1,25,25.75,0,2569,0,0,1,1,0,0,0,0,0,1
5022,0,0,0,0,6,1,0,0,0,0,0,0,0,1,20,109.5,0,5554,0,0,1,1,0,0,0,0,0,1
5023,0,0,1,0,48,1,0,0,1,1,0,1,1,1,97,4692.95,0,5893,0,1,0,0,1,0,0,0,1,0
5024,1,0,1,1,25,1,1,0,0,0,0,0,0,1,25,546.85,0,5250,0,0,1,1,0,0,1,0,0,0
5025,1,0,1,1,64,1,0,0,0,0,0,0,0,1,19,1274.05,0,5431,0,0,1,0,0,1,1,0,0,0
5026,1,0,0,0,50,0,0,1,1,0,0,0,0,1,35,1782.4,0,5629,1,0,0,1,0,0,0,0,0,1
5027,0,0,1,1,52,1,1,0,0,1,0,1,1,0,101,5301.1,0,5954,0,1,0,0,1,0,1,0,0,0
5028,1,1,1,0,4,1,0,0,0,0,0,0,0,1,70,280.35,0,4444,0,1,0,1,0,0,0,0,1,0
5029,0,1,0,0,32,1,0,0,0,0,0,1,1,0,90,2897.95,0,5936,0,1,0,1,0,0,0,0,1,0
5030,1,0,1,1,45,1,1,1,1,0,1,1,0,0,73,3371.0,0,5264,1,0,0,0,0,1,0,1,0,0
5031,1,0,1,0,9,1,1,1,0,0,0,0,1,1,88,801.3,0,2715,0,1,0,1,0,0,0,0,1,0
5032,0,0,0,0,54,1,0,0,0,0,0,0,0,0,20,1079.45,0,5755,0,0,1,0,0,1,0,0,0,1
5033,0,0,1,1,64,1,1,1,1,0,1,1,1,0,110,6997.3,0,5574,0,1,0,0,0,1,1,0,0,0
5034,0,0,0,0,12,1,0,1,0,0,0,1,0,1,85,979.05,0,2452,0,1,0,0,1,0,0,1,0,0
5035,1,1,1,0,67,1,0,1,1,0,1,0,0,1,60,4119.4,0,5792,1,0,0,0,1,0,1,0,0,0
5036,0,0,0,0,45,1,1,1,0,0,1,0,1,0,73,3349.1,0,2280,1,0,0,0,0,1,0,0,0,1
5037,1,0,0,0,10,1,0,0,0,0,0,0,0,0,46,492.1,0,3903,1,0,0,1,0,0,0,0,0,1
5038,0,1,0,0,29,1,1,1,1,0,0,0,0,1,58,1718.95,0,2044,1,0,0,1,0,0,1,0,0,0
5039,0,0,0,0,24,1,1,0,0,0,0,0,0,0,24,605.25,0,4147,0,0,1,0,1,0,1,0,0,0
5040,1,0,1,1,66,1,0,0,0,0,0,0,0,1,19,1344.5,0,4485,0,0,1,0,0,1,0,0,0,1
5041,1,0,0,0,51,1,0,1,0,0,0,1,0,0,86,4267.15,0,5311,0,1,0,0,1,0,0,0,0,1
5042,0,0,1,0,45,1,1,0,0,0,0,0,0,0,25,1121.05,0,3146,0,0,1,0,0,1,0,0,0,1
5043,0,0,1,0,49,1,0,0,0,0,0,0,0,0,19,918.7,0,4066,0,0,1,0,1,0,0,1,0,0
5044,0,0,1,0,29,1,0,0,0,0,0,0,0,1,19,521.8,0,5758,0,0,1,0,0,1,0,0,0,1
5045,1,0,1,1,40,1,1,1,1,0,1,1,1,1,110,4469.1,0,2283,0,1,0,1,0,0,0,1,0,0
5046,1,0,0,0,25,1,0,0,0,0,0,0,0,0,69,1729.35,0,3080,0,1,0,1,0,0,0,0,1,0
5047,0,0,0,0,22,0,0,0,0,1,0,1,1,1,50,1073.3,0,2854,1,0,0,1,0,0,0,0,1,0
5048,1,0,0,0,72,0,0,1,1,1,1,1,1,1,65,4566.5,0,4369,1,0,0,0,0,1,1,0,0,0
5049,1,0,1,1,33,1,0,0,1,1,1,1,1,0,82,2603.1,0,2281,1,0,0,0,0,1,0,1,0,0
5050,0,0,0,0,23,1,0,0,1,0,1,0,0,1,79,1783.75,0,3619,0,1,0,1,0,0,0,0,0,1
5051,1,0,0,0,69,1,1,1,1,1,1,1,1,0,90,6322.1,0,6487,1,0,0,0,0,1,0,0,0,1
5052,0,0,0,1,3,1,0,0,0,0,0,0,0,1,20,57.4,0,2774,0,0,1,0,1,0,0,1,0,0
5053,1,0,0,0,56,1,0,0,1,0,1,1,1,1,75,4284.65,0,6487,1,0,0,0,1,0,1,0,0,0
5054,1,0,0,0,65,1,1,1,0,1,1,1,1,1,110,7138.65,0,6351,0,1,0,0,1,0,0,1,0,0
5055,1,0,1,0,71,1,0,0,0,0,0,0,0,0,20,1539.75,0,4837,0,0,1,0,1,0,0,0,1,0
5056,0,1,0,0,14,1,1,0,0,1,0,0,0,1,80,1058.1,0,3276,0,1,0,1,0,0,1,0,0,0
5057,0,0,0,0,2,1,0,0,0,0,0,0,0,1,70,123.8,0,4840,0,1,0,1,0,0,0,0,1,0
5058,1,0,0,0,40,1,0,1,0,1,0,0,1,0,67,2731.0,0,4714,1,0,0,1,0,0,0,0,1,0
5059,1,0,0,0,1,1,0,0,0,0,0,0,0,0,20,20.75,0,2791,0,0,1,1,0,0,0,1,0,0
5060,0,0,0,0,7,1,0,0,0,0,0,0,0,1,69,497.3,0,4562,0,1,0,1,0,0,0,0,0,1
5061,0,0,1,0,15,1,1,0,0,0,0,0,0,1,51,711.15,0,4858,1,0,0,1,0,0,0,0,1,0
5062,1,0,0,0,71,1,1,0,0,0,0,0,0,0,25,1898.1,0,6305,0,0,1,0,0,1,1,0,0,0
5063,0,0,1,1,54,1,1,1,0,0,1,0,0,0,60,3273.95,0,4798,1,0,0,0,0,1,1,0,0,0
5064,1,0,1,0,31,1,1,1,1,0,1,0,0,1,90,2929.75,0,5722,0,1,0,1,0,0,0,1,0,0
5065,0,0,0,0,11,1,0,1,0,0,0,0,0,0,76,838.7,0,4033,0,1,0,1,0,0,0,0,1,0
5066,0,1,0,0,18,1,0,0,0,1,0,0,1,1,84,1443.65,0,3878,0,1,0,1,0,0,0,0,1,0
5067,0,1,0,0,72,1,1,1,1,0,1,1,1,1,110,7746.7,0,5232,0,1,0,0,0,1,1,0,0,0
5068,0,1,0,0,71,1,1,0,1,0,0,1,1,1,99,6951.15,0,4241,0,1,0,1,0,0,0,1,0,0
5069,1,1,0,0,5,0,0,0,0,1,1,1,0,0,45,214.75,0,2599,1,0,0,1,0,0,0,1,0,0
5070,1,0,1,0,38,1,1,0,0,1,1,0,1,0,69,2669.45,0,4487,1,0,0,0,1,0,0,1,0,0
5071,1,0,0,1,5,1,0,0,0,0,1,0,0,1,48,235.2,0,3307,1,0,0,1,0,0,1,0,0,0
5072,0,1,0,0,52,1,1,1,0,1,0,0,0,0,59,3103.25,0,5085,1,0,0,0,0,1,1,0,0,0
5073,0,0,0,0,68,1,1,0,1,1,0,1,1,1,80,5330.2,0,5914,1,0,0,0,0,1,0,0,1,0
5074,1,0,1,1,69,1,0,0,0,0,0,0,0,1,20,1403.1,0,5366,0,0,1,0,1,0,0,1,0,0
5075,0,0,1,0,42,1,1,1,1,0,1,0,0,1,66,2727.8,0,3773,1,0,0,1,0,0,0,1,0,0
5076,0,0,0,0,50,1,0,0,1,0,1,1,1,1,100,5038.45,0,5419,0,1,0,0,0,1,0,0,0,1
5077,1,0,1,0,33,1,0,0,0,0,0,0,0,1,44,1462.6,0,2422,1,0,0,1,0,0,0,1,0,0
5078,0,0,0,0,7,1,0,0,0,0,0,0,0,0,20,150.6,0,3098,0,0,1,1,0,0,0,0,0,1
5079,1,0,1,1,64,1,1,1,1,1,0,0,0,1,91,5960.5,0,5371,0,1,0,1,0,0,0,0,1,0
5080,1,0,0,0,59,1,0,0,0,0,0,0,0,1,20,1192.3,0,5216,0,0,1,0,0,1,1,0,0,0
5081,0,0,1,0,6,1,1,0,0,0,0,0,0,0,50,314.55,0,3442,1,0,0,1,0,0,0,0,1,0
5082,0,0,0,0,3,1,0,0,0,0,0,0,0,0,18,56.0,0,3010,0,0,1,1,0,0,0,0,0,1
5083,0,0,1,0,15,1,0,0,0,0,0,0,0,0,20,330.8,0,5184,0,0,1,1,0,0,0,1,0,0
5084,1,0,1,1,13,1,0,0,0,0,0,1,1,1,64,877.35,0,4741,1,0,0,0,1,0,0,0,1,0
5085,0,0,0,0,23,1,1,0,1,0,0,1,1,1,98,2249.1,0,5781,0,1,0,1,0,0,0,1,0,0
5086,1,1,1,0,31,1,1,1,0,0,0,1,0,0,89,2807.65,0,5597,0,1,0,1,0,0,0,0,1,0
5087,1,0,0,0,29,1,0,1,1,0,1,0,0,1,58,1696.2,0,5198,1,0,0,0,1,0,0,0,1,0
5088,0,0,1,0,49,1,0,0,0,0,0,0,0,0,20,1032.05,0,4074,0,0,1,0,1,0,0,1,0,0
5089,0,0,1,0,56,1,1,0,0,0,0,1,0,1,85,4902.8,0,6483,0,1,0,1,0,0,1,0,0,0
5090,0,0,0,0,63,1,1,1,1,1,1,0,1,1,80,4995.35,0,5554,1,0,0,0,0,1,0,1,0,0
5091,1,0,1,0,63,1,1,0,0,1,1,1,1,0,79,5034.05,0,4073,1,0,0,0,0,1,0,1,0,0
5092,1,1,1,1,24,1,1,1,0,0,0,0,0,1,79,1857.75,0,3412,0,1,0,1,0,0,0,0,1,0
5093,1,1,1,0,36,1,0,0,0,1,1,0,0,0,54,1992.85,0,4017,1,0,0,0,1,0,0,1,0,0
5094,0,0,1,0,21,1,0,1,0,1,1,1,1,0,80,1714.95,0,5733,1,0,0,0,1,0,0,0,0,1
5095,1,0,1,1,13,1,1,0,0,0,0,0,0,0,24,343.6,0,5077,0,0,1,0,1,0,1,0,0,0
5096,1,0,1,1,1,1,0,0,0,0,0,0,0,1,20,20.15,0,3960,0,0,1,1,0,0,1,0,0,0
5097,0,0,1,1,25,1,0,0,0,0,0,0,0,0,20,520.1,0,2010,0,0,1,0,1,0,0,0,0,1
5098,1,0,1,1,71,1,0,0,0,0,0,0,0,1,19,1387.45,0,6444,0,0,1,0,0,1,1,0,0,0
5099,1,0,0,0,66,1,1,1,1,1,1,1,1,1,114,7383.7,0,5303,0,1,0,0,1,0,1,0,0,0
5100,0,0,0,0,45,1,0,1,1,0,0,1,1,1,100,4483.95,0,4868,0,1,0,0,1,0,0,0,1,0
5101,0,0,1,0,22,1,0,0,0,0,0,1,0,1,80,1706.45,0,2640,0,1,0,1,0,0,0,1,0,0
5102,0,0,1,0,67,1,0,0,0,0,0,0,0,1,20,1327.4,0,5972,0,0,1,0,1,0,1,0,0,0
5103,0,0,1,0,68,1,1,0,0,1,0,1,0,1,89,5974.3,0,5672,0,1,0,0,0,1,1,0,0,0
5105,0,1,0,0,4,1,1,0,0,0,0,0,0,0,48,179.85,0,3048,1,0,0,1,0,0,0,0,0,1
5106,1,0,1,0,63,1,1,1,1,1,1,0,1,0,80,5040.2,0,5540,1,0,0,0,1,0,0,1,0,0
5107,1,0,0,0,21,1,0,0,0,0,0,0,0,1,20,422.7,0,3721,0,0,1,0,1,0,0,0,0,1
5108,1,0,0,1,1,1,0,0,0,0,0,0,0,1,20,20.25,0,2448,0,0,1,1,0,0,0,0,0,1
5109,0,0,0,0,17,1,0,0,0,0,0,0,0,0,19,358.05,0,3561,0,0,1,0,0,1,0,0,0,1
5110,1,0,0,0,30,1,1,1,0,0,0,1,1,1,100,2936.25,0,3778,0,1,0,1,0,0,1,0,0,0
5111,1,0,1,1,22,1,0,1,1,0,1,0,0,1,57,1271.8,0,5036,1,0,0,1,0,0,0,0,0,1
5112,0,0,0,0,9,1,0,0,0,0,1,1,0,1,59,530.05,0,4011,1,0,0,1,0,0,1,0,0,0
5113,1,0,1,1,1,1,0,0,0,0,0,0,0,0,19,19.2,0,3007,0,0,1,1,0,0,0,0,0,1
5114,1,0,0,0,19,1,1,0,0,1,1,0,0,0,59,1144.6,0,3949,1,0,0,1,0,0,0,0,1,0
5115,0,0,1,0,72,1,1,1,1,1,1,1,0,1,103,7556.9,0,5096,0,1,0,0,0,1,1,0,0,0
5116,1,0,1,1,70,1,1,1,0,1,0,1,0,0,68,4858.7,0,4858,1,0,0,0,0,1,0,1,0,0
5117,0,0,0,0,66,1,1,1,1,1,1,0,1,1,103,6595.0,0,6183,0,1,0,1,0,0,1,0,0,0
5118,0,0,1,1,7,0,0,0,0,0,0,0,0,1,24,149.05,0,3872,1,0,0,1,0,0,0,0,1,0
5119,0,1,1,1,46,1,1,1,1,0,1,1,1,1,110,4972.1,0,4162,0,1,0,1,0,0,0,0,1,0
5120,0,0,1,1,32,1,1,0,1,1,0,0,0,0,62,2045.55,0,5442,1,0,0,1,0,0,1,0,0,0
5121,1,0,0,0,24,1,0,0,1,1,0,0,1,1,89,2187.15,0,2007,0,1,0,1,0,0,0,0,1,0
5122,0,0,0,0,37,1,1,1,1,1,1,1,0,1,78,2976.95,0,3801,1,0,0,1,0,0,0,1,0,0
5123,1,0,0,1,8,1,0,0,0,0,0,0,0,0,20,178.7,0,4577,0,0,1,1,0,0,0,0,0,1
5124,0,0,1,1,72,1,1,1,0,1,0,1,0,1,71,5025.85,0,5656,1,0,0,0,0,1,1,0,0,0
5125,1,1,1,0,71,0,0,1,1,1,1,0,0,0,46,3353.4,0,5421,1,0,0,0,0,1,0,1,0,0
5126,0,0,1,0,16,1,0,0,1,0,0,1,1,1,94,1461.15,0,3050,0,1,0,1,0,0,1,0,0,0
5127,0,0,1,0,57,0,0,1,0,1,1,0,1,1,49,2782.4,0,5866,1,0,0,1,0,0,1,0,0,0
5128,1,0,0,0,66,1,1,0,0,0,0,0,0,0,25,1699.15,0,4163,0,0,1,0,1,0,1,0,0,0
5129,0,0,0,1,21,1,0,0,0,0,0,0,0,0,20,452.2,0,2143,0,0,1,1,0,0,0,0,0,1
5130,1,0,1,0,66,1,1,1,1,1,0,0,0,1,66,4428.45,0,5933,1,0,0,0,0,1,0,1,0,0
5131,0,0,1,0,17,1,1,0,1,0,0,1,1,1,75,1322.55,0,4852,1,0,0,1,0,0,1,0,0,0
5132,0,0,1,1,8,1,0,0,0,0,0,0,0,0,21,139.75,0,2158,0,0,1,1,0,0,0,1,0,0
5133,1,0,0,0,27,1,0,1,0,1,1,1,0,0,69,1927.3,0,2450,1,0,0,0,1,0,0,1,0,0
5134,1,0,1,0,34,1,1,0,1,0,0,0,1,0,88,3000.25,0,4014,0,1,0,1,0,0,0,0,0,1
5135,1,0,0,0,30,1,0,0,1,0,0,1,1,1,97,3021.3,0,4126,0,1,0,0,1,0,1,0,0,0
5136,1,0,0,0,33,1,0,0,1,1,0,1,0,1,66,2245.4,0,3843,1,0,0,1,0,0,0,1,0,0
5137,1,0,1,1,14,1,1,1,1,0,0,0,1,0,69,944.65,0,2871,1,0,0,1,0,0,0,0,0,1
5138,0,0,0,1,16,1,1,0,0,0,1,0,0,1,79,1264.2,0,5040,0,1,0,0,1,0,0,1,0,0
5139,0,0,0,0,49,1,0,0,0,1,1,1,1,0,100,4917.75,0,5499,0,1,0,0,0,1,0,1,0,0
5140,0,0,1,1,70,1,1,1,1,1,1,1,0,0,79,5743.3,0,4848,1,0,0,0,0,1,1,0,0,0
5141,0,0,1,1,32,1,0,1,1,0,1,0,0,0,61,1864.65,0,2649,1,0,0,1,0,0,1,0,0,0
5142,0,0,0,0,18,1,0,0,0,0,0,0,0,1,69,1221.65,0,2421,0,1,0,1,0,0,0,0,1,0
5143,1,0,0,0,37,0,0,1,1,0,1,0,0,1,40,1390.85,0,4050,1,0,0,0,0,1,0,0,0,1
5144,0,0,0,0,4,1,1,0,0,0,0,0,0,1,75,302.35,0,5396,0,1,0,1,0,0,0,0,1,0
5145,0,0,1,0,16,1,1,1,1,1,0,0,0,0,90,1374.9,0,4839,0,1,0,1,0,0,0,0,1,0
